full_ID,set,manipulation,face_n,artificial,race_guess,race_ba,race_ea,race_hl,race_me,race_na,race_pi,race_se,race_sa,race_wc,prot_ba_n,prot_ba_m,prot_ba_sd,prot_ba_mdn,prot_ba_min,prot_ba_max,prot_ea_n,prot_ea_m,prot_ea_sd,prot_ea_mdn,prot_ea_min,prot_ea_max,prot_hl_n,prot_hl_m,prot_hl_sd,prot_hl_mdn,prot_hl_min,prot_hl_max,prot_me_n,prot_me_m,prot_me_sd,prot_me_mdn,prot_me_min,prot_me_max,prot_na_n,prot_na_m,prot_na_sd,prot_na_mdn,prot_na_min,prot_na_max,prot_pi_n,prot_pi_m,prot_pi_sd,prot_pi_mdn,prot_pi_min,prot_pi_max,prot_se_n,prot_se_m,prot_se_sd, prot_se_mdn ,prot_se_min,prot_se_max,prot_sa_n,prot_sa_m,prot_sa_sd,prot_sa_mdn,prot_sa_min,prot_sa_max,prot_wc_n,prot_wc_m,prot_wc_sd,prot_wc_mdn,prot_wc_min,prot_wc_max,age_m,age_sd,age_mdn,age_n,age_min,age_max,gender_fem,attract_m,attract_sd,attract_mdn,attract_n,attract_min,attract_max,happy_m,happy_sd,happy_mdn,happy_n,happy_min,happy_max
23381-533,23381,533,54,0.188,Black,0.778,0.019,0.000,0.037,0.037,0.093,0.074,0.148,0.111,42,76.786,19.681,80.0,22,100,1,39.000,NA,39.0,39,39,NA,NA,NA,NA,NA,NA,2,73.500,4.950,73.5,70,77,2,42.500,10.607,42.5,35,50,5,55.800,24.397,60.0,18,82,4,45.000,23.875, 52.0 ,12,64,8,64.500,26.360,65.5,30,100,6,24.833,10.323,22.5,12,42,32.500,6.748,31.0,54,21,55,0.037,4.389,1.433,4.0,54.000,1,7,6.185,0.848,6.0,54,4,7
23381-2486,23381,2486,52,0.188,Asian,0.115,0.346,0.231,0.077,0.038,0.154,0.308,0.135,0.154,6,41.000,24.033,43.5,10,78,18,71.833,24.336,76.0,16,100,12,63.083,20.354,62.5,15,100,4,42.250,9.535,42.0,34,51,2,51.000,1.414,51.0,50,52,8,43.375,19.784,45.5,10,70,16,72.063,17.464, 75.0 ,44,100,7,57.571,12.012,60.0,41,72,8,38.875,22.280,33.5,17,85,31.615,6.803,31.5,52,18,48,0.019,4.231,1.490,4.0,52.000,1,7,6.423,0.667,7.0,52,5,7
23381-2784,23381,2784,55,0.250,White,0.109,0.036,0.073,0.018,0.018,0.000,0.000,0.000,0.945,6,29.000,15.837,24.5,15,57,2,74.500,16.263,74.5,63,86,4,34.750,25.851,35.5,7,61,1,30.000,NA,30.0,30,30,1,50.000,NA,50.0,50,50,NA,NA,NA,NA,NA,NA,NA,NA,NA, NA ,NA,NA,NA,NA,NA,NA,NA,NA,52,86.827,16.005,90.5,39,100,31.927,6.702,32.0,55,19,47,0.000,3.545,1.585,4.0,55.000,1,7,6.145,1.079,6.0,55,2,7
23381-2947,23381,2947,52,0.000,Asian,0.154,0.192,0.135,0.038,0.038,0.154,0.327,0.058,0.135,8,60.125,24.942,55.5,25,100,10,61.400,24.162,65.0,15,99,7,61.143,27.775,63.0,10,100,2,70.000,42.426,70.0,40,100,2,71.500,16.263,71.5,60,83,8,53.500,21.153,49.0,16,80,17,69.647,13.514, 75.0 ,40,92,3,56.333,34.847,62.0,19,88,7,48.714,20.377,51.0,24,85,36.692,6.764,37.5,52,23,50,0.000,4.038,1.371,4.0,52.000,1,7,6.154,0.826,6.0,52,4,7
23942-28,23942,28,53,0.250,Multiple,0.321,0.019,0.340,0.377,0.019,0.094,0.019,0.226,0.113,17,50.000,22.411,50.0,10,91,1,78.000,NA,78.0,78,78,18,60.333,20.942,60.5,25,100,20,70.300,16.740,71.0,30,93,1,0.000,NA,0.0,0,0,5,58.000,24.156,67.0,20,82,1,64.000,NA, 64.0 ,64,64,12,61.917,24.482,66.5,12,100,6,50.333,16.501,50.0,31,80,34.491,5.511,35.0,53,22,46,0.000,4.623,1.584,5.0,53.000,1,7,4.094,1.061,4.0,53,1,6
23942-1361,23942,1361,50,0.083,White,0.000,0.000,0.040,0.020,0.000,0.000,0.000,0.000,1.000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,50.000,29.698,50.0,29,71,1,40.000,NA,40.0,40,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA, NA ,NA,NA,NA,NA,NA,NA,NA,NA,50,90.480,12.331,95.5,52,100,31.420,4.798,31.5,50,20,44,0.020,4.380,1.276,4.0,50.000,1,7,3.540,1.092,4.0,50,1,6
23942-3876,23942,3876,50,0.214,Black,0.640,0.000,0.100,0.160,0.000,0.040,0.020,0.300,0.060,32,72.563,20.919,75.0,20,100,NA,NA,NA,NA,NA,NA,5,64.800,19.435,65.0,35,84,8,66.000,31.062,75.5,14,100,NA,NA,NA,NA,NA,NA,2,68.000,5.657,68.0,64,72,1,69.000,NA, 69.0 ,69,69,15,65.067,21.806,64.0,25,95,3,44.000,10.392,50.0,32,50,36.840,6.985,35.0,50,25,57,0.000,4.360,1.225,4.0,50.000,1,7,3.700,0.931,4.0,50,1,5
23942-10830,23942,10830,55,0.059,Multiple,0.091,0.000,0.436,0.400,0.036,0.091,0.055,0.145,0.109,5,36.000,17.819,30.0,20,65,NA,NA,NA,NA,NA,NA,24,64.250,19.698,67.0,20,100,22,61.318,19.303,64.5,18,95,2,50.500,44.548,50.5,19,82,5,60.200,29.072,60.0,20,100,3,60.333,26.312, 74.0 ,30,77,8,51.625,22.903,50.0,8,89,6,53.333,22.223,47.0,30,94,33.564,5.470,32.0,55,24,47,0.000,4.509,1.502,5.0,55.000,1,7,4.164,1.067,4.0,55,1,6
24490-28,24490,28,54,0.063,Multiple,0.222,0.000,0.315,0.352,0.056,0.093,0.000,0.204,0.148,12,59.167,25.056,52.5,30,100,NA,NA,NA,NA,NA,NA,17,66.235,18.623,67.0,20,100,19,57.368,17.648,55.0,22,87,3,66.667,35.119,70.0,30,100,5,73.200,15.271,77.0,48,89,NA,NA,NA, NA ,NA,NA,11,62.273,19.022,69.0,36,100,8,34.500,17.038,36.5,6,52,31.852,6.172,30.0,54,20,52,0.000,4.519,1.342,4.5,54.000,2,7,5.389,0.998,5.5,54,3,7
24490-32,24490,32,50,0.267,White,0.140,0.000,0.080,0.020,0.000,0.020,0.000,0.020,0.940,7,23.571,10.891,20.0,8,41,NA,NA,NA,NA,NA,NA,4,42.000,15.895,41.5,25,60,1,64.000,NA,64.0,64,64,NA,NA,NA,NA,NA,NA,1,10.000,NA,10.0,10,10,NA,NA,NA, NA ,NA,NA,1,84.000,NA,84.0,84,84,47,80.213,19.224,85.0,21,100,27.240,5.324,26.0,50,17,38,0.040,4.200,1.578,4.0,50.000,1,7,5.980,1.040,6.0,50,2,7
24490-533,24490,533,48,0.286,Black,0.563,0.021,0.146,0.125,0.000,0.125,0.042,0.396,0.104,27,65.778,19.116,65.0,20,100,1,20.000,NA,20.0,20,20,7,62.429,19.578,66.0,40,94,6,59.167,27.279,59.5,15,93,NA,NA,NA,NA,NA,NA,6,66.333,14.922,63.5,50,94,2,70.000,12.728, 70.0 ,61,79,19,70.316,14.256,70.0,48,95,5,33.800,14.906,25.0,20,50,30.333,5.843,30.0,48,20,45,0.000,4.354,1.296,4.0,48.000,1,7,6.063,0.909,6.0,48,4,7
25885-27,25885,27,51,0.063,White,0.000,0.000,0.020,0.020,0.000,0.000,0.000,0.000,1.000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,49.000,NA,49.0,49,49,1,15.000,NA,15.0,15,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA, NA ,NA,NA,NA,NA,NA,NA,NA,NA,51,90.431,13.663,96.0,45,100,39.235,6.380,40.0,51,23,55,0.980,4.137,1.132,4.0,51.000,1,7,3.863,1.077,4.0,51,1,6
25885-28,25885,28,53,0.188,Multiple,0.075,0.094,0.358,0.170,0.151,0.189,0.113,0.302,0.189,4,39.500,16.663,39.5,22,57,5,55.000,20.396,50.0,32,80,19,70.000,15.063,70.0,49,100,9,57.556,25.210,60.0,14,100,8,59.875,23.757,59.0,29,100,10,49.600,25.997,49.5,15,83,6,52.333,29.649, 45.0 ,20,91,16,66.813,17.348,70.5,37,92,10,37.700,21.510,34.5,13,70,38.358,6.528,39.0,53,23,53,0.906,4.075,1.035,4.0,53.000,2,7,3.962,0.898,4.0,53,2,6
25885-115,25885,115,52,0.071,Multiple,0.077,0.115,0.423,0.173,0.058,0.115,0.077,0.038,0.365,4,53.750,15.174,50.5,39,75,6,65.167,21.526,62.0,40,92,22,61.545,23.184,60.0,10,100,9,41.889,17.815,41.0,15,75,3,40.000,31.225,50.0,5,65,6,58.333,12.785,61.0,35,72,4,68.250,23.514, 70.0 ,40,93,2,38.500,16.263,38.5,27,50,19,56.789,21.301,59.0,13,100,39.788,7.100,40.0,52,20,55,0.981,3.981,1.163,4.0,52.000,1,7,4.000,1.205,4.0,52,1,7
25885-533,25885,533,50,0.000,SouthAsian,0.280,0.040,0.140,0.060,0.060,0.120,0.060,0.540,0.020,14,54.214,21.391,50.5,25,100,2,72.000,21.213,72.0,57,87,7,57.714,9.962,60.0,41,70,3,75.333,7.234,79.0,67,80,3,50.333,30.006,51.0,20,80,6,71.000,18.889,72.5,40,94,3,78.000,10.583, 82.0 ,66,86,27,69.296,16.278,70.0,45,95,1,30.000,NA,30.0,30,30,41.200,6.417,42.0,50,30,53,0.880,4.060,1.252,4.0,50.000,1,7,3.980,1.000,4.0,50,2,7
25885-2486,25885,2486,54,0.313,Asian,0.019,0.426,0.204,0.019,0.111,0.185,0.333,0.056,0.074,1,10.000,NA,10.0,10,10,23,71.261,23.926,73.0,9,100,11,60.636,18.321,63.0,32,85,1,80.000,NA,80.0,80,80,6,52.333,16.693,50.5,31,80,10,55.300,16.839,60.0,30,83,18,69.444,20.411, 75.0 ,35,100,3,63.000,15.620,71.0,45,73,4,32.000,18.403,30.0,14,54,38.537,7.642,40.0,54,16,55,0.889,3.907,1.391,4.0,54.000,1,7,4.037,0.951,4.0,54,2,6
26043-27,26043,27,53,0.167,White,0.000,0.000,0.094,0.038,0.000,0.000,0.000,0.000,0.981,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,32.800,18.458,20.0,18,53,2,29.000,14.142,29.0,19,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA, NA ,NA,NA,NA,NA,NA,NA,NA,NA,52,89.962,13.062,95.5,52,100,32.868,4.464,33.0,53,23,42,1.000,6.000,0.855,6.0,53.000,4,7,4.887,1.103,5.0,53,2,7
26043-28,26043,28,52,0.125,Multiple,0.038,0.038,0.327,0.192,0.154,0.135,0.058,0.423,0.115,2,67.000,33.941,67.0,43,91,2,47.000,32.527,47.0,24,70,17,65.000,14.599,66.0,38,100,10,60.100,9.860,60.5,47,74,8,58.750,26.130,65.5,24,90,7,57.429,17.281,61.0,24,74,3,50.667,13.577, 49.0 ,38,65,22,71.273,21.292,71.5,30,100,6,49.333,24.679,51.5,15,75,28.712,5.161,28.0,52,19,40,1.000,6.231,0.899,6.0,52.000,4,7,5.077,0.813,5.0,52,3,7
26043-233,26043,233,55,0.118,White,0.000,0.036,0.327,0.200,0.073,0.000,0.055,0.109,0.618,NA,NA,NA,NA,NA,NA,2,25.000,7.071,25.0,20,30,18,59.278,22.426,65.5,19,90,11,61.545,20.181,56.0,36,100,4,61.250,26.247,63.5,30,88,NA,NA,NA,NA,NA,NA,3,44.667,16.258, 48.0 ,27,59,6,55.167,16.999,56.0,27,77,34,70.206,19.422,69.5,18,100,32.636,5.151,32.0,55,22,44,1.000,6.127,0.883,6.0,55.000,4,7,5.327,0.883,5.0,55,3,7
26043-489,26043,489,56,0.167,SouthAsian,0.018,0.018,0.214,0.161,0.107,0.071,0.054,0.571,0.071,1,82.000,NA,82.0,82,82,1,50.000,NA,50.0,50,50,12,60.000,30.379,63.5,14,100,9,60.667,27.523,70.0,18,100,6,57.667,26.860,68.0,20,86,4,61.000,24.399,66.5,30,81,3,59.333,13.577, 52.0 ,51,75,32,73.250,17.809,75.0,32,100,4,52.500,14.911,53.0,34,70,29.786,4.288,29.0,56,20,40,1.000,5.893,1.155,6.0,56.000,2,7,4.982,0.820,5.0,56,3,7
26043-3876,26043,3876,51,0.067,Multiple,0.451,0.000,0.157,0.098,0.039,0.196,0.078,0.333,0.137,23,70.739,20.172,69.0,20,100,NA,NA,NA,NA,NA,NA,8,55.500,23.791,62.5,15,81,5,60.000,25.632,55.0,33,100,2,45.000,21.213,45.0,30,60,10,65.700,19.322,71.0,37,100,4,40.750,8.302, 41.5 ,30,50,17,68.235,20.188,65.0,25,100,7,37.429,31.384,25.0,5,94,32.588,5.181,32.0,51,24,45,0.961,5.980,1.010,6.0,51.000,3,7,5.118,0.653,5.0,51,3,7
26043-752417,26043,752417,56,0.111,Multiple,0.000,0.286,0.143,0.054,0.250,0.161,0.250,0.054,0.446,NA,NA,NA,NA,NA,NA,16,61.375,25.544,64.5,9,100,8,66.250,14.280,61.5,49,89,3,48.333,27.538,50.0,20,75,14,62.714,19.519,64.5,30,100,9,58.333,25.773,68.0,15,83,14,63.000,16.930, 64.5 ,38,90,3,36.333,33.501,18.0,16,75,25,55.200,16.941,51.0,20,94,29.625,4.132,30.0,56,21,40,1.000,5.857,0.862,6.0,56.000,4,7,5.125,0.896,5.0,56,3,7
26948-99,26948,99,53,0.250,White,0.000,0.000,0.075,0.189,0.000,0.000,0.000,0.000,0.943,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,31.000,20.510,27.5,10,59,10,51.900,18.675,60.0,19,72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA, NA ,NA,NA,NA,NA,NA,NA,NA,NA,50,81.160,18.285,89.5,39,100,28.811,4.541,28.0,53,23,45,1.000,5.151,1.262,5.0,53.000,1,7,3.075,1.158,3.0,53,1,5
26948-533,26948,533,54,0.353,Black,0.519,0.000,0.130,0.222,0.019,0.241,0.056,0.148,0.074,28,64.321,25.613,68.0,5,100,NA,NA,NA,NA,NA,NA,7,60.857,18.560,63.0,27,81,12,60.167,21.637,67.5,30,90,1,90.000,NA,90.0,90,90,13,60.385,22.838,60.0,16,85,3,52.333,24.028, 51.0 ,29,77,8,55.875,17.133,52.0,30,85,4,35.000,6.272,36.5,27,40,32.333,4.690,32.0,54,22,45,0.944,4.778,1.313,5.0,54.000,2,7,3.037,1.258,3.0,54,1,7
26948-1304,26948,1304,51,0.188,Hispanic,0.039,0.000,0.588,0.412,0.098,0.098,0.059,0.078,0.373,2,32.000,18.385,32.0,19,45,NA,NA,NA,NA,NA,NA,30,59.800,22.343,58.5,14,100,21,62.095,19.396,69.0,25,87,5,37.800,15.255,30.0,22,57,5,62.200,8.927,61.0,49,71,3,34.333,19.140, 40.0 ,13,50,4,70.500,16.783,72.5,50,87,19,57.632,13.801,53.0,33,90,33.922,5.447,34.0,51,24,46,0.961,5.725,1.002,6.0,51.000,3,7,3.647,0.996,4.0,51,1,7
26948-10627,26948,10627,54,0.235,Multiple,0.259,0.019,0.296,0.296,0.019,0.111,0.019,0.296,0.204,14,53.286,18.902,57.5,13,76,1,50.000,NA,50.0,50,50,16,60.188,18.152,60.0,24,89,16,60.938,21.953,60.0,16,100,1,71.000,NA,71.0,71,71,6,31.333,15.718,32.5,4,51,1,0.000,NA, -   ,0,0,16,64.875,17.561,68.0,25,93,11,43.182,23.464,40.0,10,80,29.426,4.040,30.0,54,18,37,0.981,4.907,1.418,5.0,54.000,1,7,2.981,1.124,3.0,54,1,6
